"ID","Data Source","Project/Plant Name","Status","Rated Power (kW)","Discharge Duration at Rated Power (hrs)","Storage Capacity (kWh)","Applications.Bulk Energy Services (General Energy Applications).0","Applications.Bulk Energy Services (General Energy Applications).1","Applications.Bulk Energy Services (General Energy Applications).2","Applications.Ancillary Services.0","Applications.Ancillary Services.1","Applications.Ancillary Services.2","Applications.Ancillary Services.3","Applications.Ancillary Services.4","Applications.Ancillary Services.5","Applications.Transmission Infrastructure Services.0","Applications.Transmission Infrastructure Services.1","Applications.Distribution Infrastructure Services.0","Applications.Customer Energy Management Services (End-User Services).0","Applications.Customer Energy Management Services (End-User Services).1","Applications.Customer Energy Management Services (End-User Services).2","Applications.Customer Energy Management Services (End-User Services).3","Applications.Others.0","Paired Grid Resources","Description/Notes","URL","Country","City","County","State/Province","Street Address","Postal Code","Latitude","Longitude","Announced Date","Commissioned Date","Constructed Date","Decommissioned Date","Latest Update Date","Project Data Validated?","Grid Interconnection Level","Interconnection Type","ISO/RTO","System Operator","Utility Type","Utility ID","Number of Subsystems","Energy Storage Technology Provider","Power Electronics Provider","Installer","Developer","O&M Contractor","EPC 1","EPC 2","EPC 3","Ownership Model","Ownership Model (Other)","Owner(s)","Captial Expenditure - CAPEX (USD)","Annual Operational Cost - OPEX (USD)","Annual Maintenance or Warranty Cost (USD)","Projected Payback Period (years)","Debt Provider","Funding Source 1","Funding Source Amount 1 (USD)","Funding Source 2","Funding Source Amount 2 (USD)","Funding Source 3","Funding Source Amount 3 (USD)","Contact Information: Name","Contact Information: Email Address","Contact Information: Phone Number","Subsystems.0.Subsystem Name","Subsystems.0.ID","Subsystems.0.Storage Device.Technology Broad Category","Subsystems.0.Storage Device.Technology Mid-Type","Subsystems.0.Storage Device.Technology Sub-Type","Subsystems.0.Storage Device.Storage Capacity (kWh)","Subsystems.0.Storage Device.Round-trip Efficiency (%)","Subsystems.0.Storage Device.Depth of Discharge (%)","Subsystems.0.Storage Device.Warranty Lifetime (cycles)","Subsystems.0.Storage Device.Warranty Lifetime (years)","Subsystems.0.Storage Device.Storage Operating Temperature (deg C)","Subsystems.0.Storage Device.Specific Energy (kWh/ton-metric)","Subsystems.0.Storage Device.Energy Density (kWh/m^3)","Subsystems.0.Storage Device.Footprint (m^2/MWh)","Subsystems.0.Storage Device.Number of Cells","Subsystems.0.Power Conversion System.Rated Power (kW)","Subsystems.0.Power Conversion System.Maximum Charge Power (kW)","Subsystems.0.Power Conversion System.Maximum Discharge Power (kW)","Subsystems.0.Power Conversion System.Overload Capability (%)","Subsystems.0.Power Conversion System.Time Allowed for Overload (s)","Subsystems.0.Power Conversion System.Ramping Rate (kW/min)","Subsystems.0.Power Conversion System.Response Time (s)","Subsystems.0.Power Conversion System.Nominal DC Voltage (kV)","Subsystems.0.Power Conversion System.Nominal AC Voltage (kV)","Subsystems.0.Power Conversion System.Nominal Frequency (Hz)","Subsystems.0.Power Conversion System.Operating Frequency Range (Hz) Low","Subsystems.0.Power Conversion System.Operating Frequency Range (Hz) High","Subsystems.0.Power Conversion System.Number of Phases","Subsystems.0.Power Conversion System.Topology","Subsystems.0.Power Conversion System.Full Load Efficiency (%)","Subsystems.0.Power Conversion System.Efficiency Degradation","Subsystems.0.Power Conversion System.Standby Energy Consumption (kWh)","Subsystems.0.Power Conversion System.Lagging Power Factor Range","Subsystems.0.Power Conversion System.Leading Power Factor Range","Subsystems.0.Power Conversion System.Maximum Total Current Harmonic Distortion (%)","Subsystems.0.Power Conversion System.Frequency Ride Through (FRT)","Subsystems.0.Power Conversion System.Low Voltage Ride Through (LVRT)","Subsystems.0.Power Conversion System.High Voltage Ride Through (HVRT)","Subsystems.0.Power Conversion System.Warranty Lifetime (years)","Subsystems.0.Balance of System.Transformer Rating","Subsystems.0.Balance of System.Transformer Configuration","Subsystems.0.Balance of System.Enclosure Operating Temperature (deg C)","Subsystems.0.Balance of System.Operating Temperature (deg C)","Subsystems.0.Balance of System.Communications","Subsystems.0.Balance of System.Enclosures","Subsystems.0.Balance of System.Controller Type"
"1525","GESDB","Kaiser Permanente San Rafael Green Charge Networks GreenStation","Operational","30","1","30","","","","","","","","","","","","","Retail TOU Energy Charges","","","","","null","Green Charge Networks installed an intelligent energy storage system with a DC Fast Charger (electric vehicles).  Under the financed model, Green Charge Networks shares in the demand charge savings that the site host realizes monthly on their energy bills.  The model provides the site host with a zero-down, no cost turnkey energy storage and EV charging solution.  Green Charge Networks is aggregating these locations to participate in demand response programs.","http://www.greencharge.net","United States","San Rafael","null","California","99 Montecillo Road","94903","38.00466675","-122.5551133569","01-27-2015","null","null","null","null","NO","Secondary Distribution","null","CAISO","null","Investor Owned","null","1","null","null","Green Charge Networks","Green Charge Networks","null","null","null","null","Third-Party-Owned","null","Green Charge Networks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1525.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","30","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1526","GESDB","Redwood City Parking Garage Green Charge Networks Greenstation","Operational","30","1","30","","","","","","","","","","","","","Retail TOU Energy Charges","","","","","null","Green Charge Networks is providing intelligent energy storage solutions to reduce peak demand charges with their sophisticated software algorithm and battery storage system.  In addition, Green Charge Networks is aggregating locations to participate in Demand Response events to increase the savings. ","http://www.prnewswire.com/news-releases/green-charge-networks-helps-california-city-achieve-sustainability-goals-through-intelligent-energy-storage-255172661.html","United States","Redwood City","null","California","750 Marshall Street","94062","37.48725195","-122.2272839152","01-27-2015","null","null","null","null","NO","null","null","CAISO","null","Investor Owned","null","1","Green Charge Networks","IPC","Green Charge Networks","Green Charge Networks","null","null","null","null","Third-Party-Owned","null","Confidential (Green Charge Network Customer)","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1526.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","30","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1531","GESDB","Riverside Public Utilities 5 MW Ice Energy Project","Announced","5000","6","30000","Electric Energy Time Shift (Arbitrage)","","","","","","","","","","","","","","","","","null","Ice Energy has been awarded a five-year contract from Riverside Public Utilities to provide 5 megawatts of behind-the-meter thermal energy storage using Ice Energy’s proprietary Ice Bear system. This thermal energy storage technology will help Riverside Public Utilities better integrate its increasing reliance on renewable energy resources like solar, wind, and geothermal systems, while maintaining low energy costs for its customers.","http://www.achrnews.com/articles/129211-march-27-2015-ice-storage-to-help-californias-riverside-public-utilities-reduce-peak-demand","United States","Riverside","null","California","null","null","33.9533487","-117.4","03-27-2015","null","null","null","null","NO","null","null","CAISO","null","State/Municipal Owned","null","1","Ice Energy","null","null","null","null","null","null","null","Customer-Owned","null","Riverside Public Utilities","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1531.1","Thermal energy storage","Latent heat","Ice","null","null","null","null","null","null","null","null","null","null","5000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1532","GESDB","Riverside Public Utilities 5 MW Ice Energy Project","Announced","5000","6","30000","Electric Energy Time Shift (Arbitrage)","Renewable Energy Time Shift","","","","","","","","","","","","","","","","null","Ice Energy has been awarded a five-year contract from Riverside Public Utilities to provide 5 megawatts of behind-the-meter thermal energy storage using Ice Energy’s proprietary Ice Bear system. This thermal energy storage technology will help Riverside Public Utilities better integrate its increasing reliance on renewable energy resources like solar, wind, and geothermal systems, while maintaining low energy costs for its customers.","http://www.achrnews.com/articles/129211-march-27-2015-ice-storage-to-help-californias-riverside-public-utilities-reduce-peak-demand","United States","Riverside","null","California","null","null","34","-117","03-27-2015","null","null","null","null","NO","null","null","CAISO","null","Public Owned","null","1","Ice Energy","null","null","null","null","null","null","null","Utility-Owned","null","Riverside Public Utilities","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1532.1","Thermal energy storage","Latent heat","Ice","null","null","null","null","null","null","null","null","null","null","5000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1533","GESDB","Escondido School District-Tesla","Announced","150","4.2","630","Electric Energy Time Shift (Arbitrage)","","","","","","","","","","","","","","","","","null","With power rates skyrocketing for San Diego County school districts, Tesla Motors Inc. has inked a deal to build stationary battery storage systems for three Escondido high schools — a project that officials hope could save hundreds of thousands of dollars annually in electricity costs.","http://www.sandiegouniontribune.com/news/2015/jul/27/tesla-to-build-battery-storage-project-for/","United States","Escondido","null","California","null","null","33.1192068","-117.09","07-27-2015","null","null","null","null","NO","null","null","CAISO","null","null","null","1","Tesla","Tesla","Tesla","Tesla","Tesla","Tesla","null","null","Customer-Owned","null","Escondido School District","null","null","null","null","null","State/Provincial/Regional","null","Private/Third Party","null","null","null","null","null","null","Subsystem 1","1533.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","150","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1536","GESDB","Irvine Ranch Water District (IRWD) - AMS","Announced","7","6.85","47.95","","","","","","","","","","","","","Retail TOU Energy Charges","Demand Charge Management","","","Electric Supply Capacity","null","The 7 MW / 34 MWh network will utilize Tesla batteries, installed at 11 of IRWD's largest and most energy-intensive facilities – including three water treatment and recycling plants, a deep aquifer treatment system, a groundwater desalter facility and six high-energy pumping stations – as part of a major grid modernization project for Southern California Edison (SCE).  The energy storage systems will be linked together as a network providing IRWD facility managers real time visibility and operational flexibility in responding to utility requests for demand reduction.","http://www.prnewswire.com/news-releases/advanced-microgrid-solutions-and-irvine-ranch-water-district-partner-on-largest-public-water-agency-energy-storage-network-in-the-us-300334050.html","United States","Irvine","null","California","null","92612","33.6588951","-117.83","09-27-2016","null","null","null","null","NO","null","null","CAISO","null","Investor Owned","null","1","Tesla","Dynapower","Advanced Microgrid Solutions (AMS)","Advanced Microgrid Solutions (AMS)","null","null","null","null","Third-Party-Owned","null","Advanced Microgrid Solutions (AMS)","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1536.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","7","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1543","GESDB","SDGE Poway CES, GRC ES Program Unit 4","Operational","25","2","50","","","","","","","","","","","","","","","","","","null","Saft and Powerhub will supply a 50 kWh lithium ion system to San Diego Gas and Electric (SDG&amp;E) for the Poway Community Energy Storage Project. The system will be used for power quality.","http://www.cpuc.ca.gov/NR/rdonlyres/36D1D0D0-9719-4172-BCDB-5723D303A78D/0/SDGE_StorageApplication.pdf","United States","Poway","null","California","null","92064","33","-117","02-28-2014","null","null","null","null","NO","Secondary Distribution","null","CAISO","null","Investor Owned","null","1","Saft","PowerHub","null","null","San Diego Gas and Electric","null","null","null","Utility-Owned","null","San Diego Gas and Electric","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1543.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","25","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1544","GESDB","SDGE Borrego SES, GRC ES Program Unit 5","Operational","1000","3","3000","","","","","","","","","","","","","","","","","","null","Saft and ABB will supply a 3 MWh lithium ion system to San Diego Gas and Electric (SDG&amp;E) at the Borrego Substation.  The system will be used for power quality and capacity/infrastructure deferral.","http://www.cpuc.ca.gov/NR/rdonlyres/36D1D0D0-9719-4172-BCDB-5723D303A78D/0/SDGE_StorageApplication.pdf","United States","Borrego Springs","null","California","null","92064","33","-116","02-28-2014","null","null","null","null","NO","Primary Distribution","null","CAISO","null","Investor Owned","null","1","Saft","ABB Electric","null","null","San Diego Gas and Electric","null","null","null","Utility-Owned","null","San Diego Gas and Electric","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1544.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","1000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1545","GESDB","SDGE C1243 Ortega HWY, GRC ES Program Unit 6","Contracted","1000","3","3000","","","","","","","","","","","","","","","","","","null","Greensmith, ABB, and Samsung SDI will supply San Diego Gas and Electric (SDG&amp;E) with a 3 MWh lithium ion system for capacity &amp; infrastructure deferral and power quality.","http://www.cpuc.ca.gov/NR/rdonlyres/36D1D0D0-9719-4172-BCDB-5723D303A78D/0/SDGE_StorageApplication.pdf","United States","San Juan Capistrano","null","California","null","92675","34","-118","02-28-2014","null","null","null","null","NO","Primary Distribution","null","CAISO","null","Investor Owned","null","1","Greensmith","ABB Electric","Samsung SDI","null","San Diego Gas and Electric","null","null","null","Utility-Owned","null","San Diego Gas and Electric","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1545.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","1000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1546","GESDB","SDGE C75 Mt San Miguel, GRC ES Program Unit 7","Contracted","1000","3","3000","","","","","","","","","","","","","Microgrid Applications","","","","","null","Greensmith, ABB and Samsung SDI will supply a 3 MWh Lithium ion system to San Diego Gas and Electric (SDG&amp;E) for islanding and capacity &amp; infrastructure deferral.","http://www.cpuc.ca.gov/NR/rdonlyres/36D1D0D0-9719-4172-BCDB-5723D303A78D/0/SDGE_StorageApplication.pdf","United States","El Cajon","null","California","null","97941","33","-117","02-28-2014","null","null","null","null","NO","Primary Distribution","null","CAISO","null","Investor Owned","null","1","Greensmith","ABB Electric","Samsung SDI","null","San Diego Gas and Electric","null","null","null","Utility-Owned","null","San Diego Gas and Electric","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1546.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","1000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1547","GESDB","SDGE Clairmont CES, GRC ES Program Unit 3","Operational","25","2","50","","","","","","","","","","","","","","","","","","null","Saft and Powerhub will supply a 50 kWh lithium ion system to San Diego Gas and Electric's (SDG&amp;E) Clairmont Community Energy Storage Project. The system will be used for power quality.","http://www.cpuc.ca.gov/NR/rdonlyres/36D1D0D0-9719-4172-BCDB-5723D303A78D/0/SDGE_StorageApplication.pdf","United States","San Diego","null","California","null","92111","33","-117","02-28-2014","null","null","null","null","NO","Secondary Distribution","null","CAISO","null","Investor Owned","null","1","Saft","PowerHub","null","null","San Diego Gas and Electric","null","null","null","Utility-Owned","null","San Diego Gas and Electric","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1547.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","25","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1548","GESDB","Benton PUD Battery Energy Storage","Offline/Under Repair","10","4","40","Electric Energy Time Shift (Arbitrage)","Renewable Energy Time Shift","Renewable Energy Time Shift (Firming)","","","","","","","","","","","","","","","Nine Canyon Wind Farm","Benton PUD wished to demonstrate that energy storage could charge when the nearby Nine Canyon Wind farm was producing wind energy, and then discharge this energy during the Public Utility District's peak demand periods. Wind energy would then be better used and the utility’s demand curve would also be flatter.  This project is part of the Pacific Northwest Smart Grid Demonstration Project funded by the Department of Energy.","http://www.tri-cityherald.com/news/local/article32075406.html","United States","Kennewick","null","Washington","null","99337","46.2087066","-119.1199192","05-28-2013","null","null","01-10-2013","null","NO","Secondary Distribution","null","","null","Public Owned","null","1","Demand Energy Networks","null","Resource Associates International","Battelle Memorial Institute","null","null","null","null","Utility-Owned","null","Public Utility District No. 1 of Benton County, Department of Energy","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1548.1","Electro-chemical battery and chemical storage","Lead-acid battery","Valve regulated lead-acid battery","null","null","null","null","null","null","null","null","null","null","10","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1550","GESDB","Whole Foods Kailua- Hawaii ","Under Construction","0","0","0","","","","","","","","","","","","","Retail TOU Energy Charges","","","","","null","STEM is rolling out its systems for Whole Foods Market in Kailua. Stem’s data analytics software incorporates weather-pattern information, past-usage data and rate information to predict when electricity use will peak. The Storage system is designed to respond to the spike in electricity use, drawing on stored power to reduce costs for customers.","http://www.bizjournals.com/pacific/news/2016/07/28/whole-foods-market-in-kailua-to-get-energystorage.html","United States","Kailua","null","Hawaii","null","96734","21.4022222","-157.74","06-28-2016","null","07-28-2016","null","null","NO","null","null","","null","null","null","1","Panasonic, Samsung","Stem","null","Stem","null","null","null","null","Customer-Owned","null","Whole Foods","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1550.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1553","GESDB","SolarCity / Tesla / Princeton Power Grid Services Project (Fremont Site 1)","Announced","200","1","200","Renewable Energy Time Shift","","","","","","","","","","","Reliability","Retail TOU Energy Charges","","","","","null","Princeton Power Systems was selected by Tesla to supply power inverters for a highly innovative peak-shaving program in California. Spearheaded by SolarCity, the project involves locally storing energy from rooftop photovoltaic arrays to help offset peak demand and thus minimize demand charges. SolarCity is estimating a 20 percent reduction in demand charges, which can amount to millions of dollars annually among large commercial customers.  Princeton Power Systems will provide GTIB-30s and GTIB-100s inverters.   The Princeton Power Systems inverters combined with Tesla’s lithium-ion battery technology will store locally-generated energy to supplement the grid during times of high demand. This will avoid costly spikes in energy demand in addition to providing backup power during outages.  http://www.princetonpower.com/images/casestudies/pdfs/Tesla_CaseStudy_September2015.pdf","http://www.princetonpower.com","United States","Fremont","null","California","null","null","37.5482697","-121.99","01-29-2014","null","null","null","null","NO","null","null","CAISO","null","null","null","1","Tesla","Princeton Power Systems","null","null","null","null","null","null","Customer-Owned","null","Confidential","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1553.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","200","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1554","GESDB","SolarCity / Tesla / Princeton Power EV Charging Station (Fremont Site 2)","Announced","30","1","30","Electric Energy Time Shift (Arbitrage)","","","","","","","","","","","","Retail TOU Energy Charges","","","","","null","Princeton Power Systems has been selected by Tesla to supply power inverters for a highly innovative peak-shaving program in California. Spearheaded by SolarCity, the project involves locally storing energy from rooftop photovoltaic arrays to help offset peak demand and thus minimize demand charges. SolarCity is estimating a 20 percent reduction in demand charges, which can amount to millions of dollars annually among large commercial customers.  Princeton Power Systems will provide GTIB-30s and GTIB-100s inverters.   The Princeton Power Systems inverters combined with Tesla’s lithium-ion battery technology will store locally-generated energy to supplement the grid during times of high demand. This will avoid costly spikes in energy demand in addition to providing backup power during outages.  Inverters are at the heart of these advanced solar energy systems — managing the power flow between the PV and batteries. Princeton Power Systems inverters are capable of transitioning between grid-tied and island-mode operation to enable continued renewable energy harvest when grid power is not available.","http://www.princetonpower.com/images/casestudies/pdfs/Tesla_CaseStudy_September2015.pdf","United States","Fremont","null","California","null","null","37.5482697","-121.99","01-29-2014","null","null","null","null","NO","null","null","CAISO","null","null","null","1","Tesla","Princeton Power Systems","SolarCity","null","null","null","null","null","Customer-Owned","null","Confidential","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1554.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","30","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1555","GESDB","China Lake Microgrid","Operational","200","4","800","","","","","","","","","","","","","Resilience (Back-up Power)","","","","","null","The China Lake project incorporates PV, lead acid batteries, and a generator into a microgrid system while utilizing Princeton Power Systems inverters.","http://www.princetonpower.com","United States","Ridgecrest","null","California","China Lake","null","35.6507888","-117.66","01-29-2014","null","null","null","null","NO","null","null","CAISO","null","null","null","1","null","Princeton Power Systems","Princeton Power Systems","null","null","null","null","null","Customer-Owned","null","Confidential","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1555.1","Electro-chemical battery and chemical storage","Lead-acid battery","Advanced lead-acid battery","null","null","null","null","null","null","null","null","null","null","200","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1557","GESDB","Asheville Plant - Duke Energy","Announced","5000","0","0","","","","","","","","","","","","","Demand Charge Management","Resilience (Back-up Power)","","","","15 MW Solar Farm and Coal Generation Facility","Duke Energy Progress today received approval from the North Carolina Utilities Commission (NCUC) to transition to a smarter, cleaner energy future at the Asheville Plant. The project is estimated to cost approximately $1 billion. Under the agreement, the company plans to construct two 280-megawatt combined cycle natural gas-fueled electric generating units to replace its existing 376-megawatt coal plant, which will be retired by 2020.  Construction of the natural gas-fired combined-cycle power plants is scheduled to begin in 2016 and be in service by late 2019. The new plant will have significantly lower environmental impacts than the existing coal plant.  The company also plans to seek approval to install a minimum of 5 megawatts of utility-scale electricity storage over the next seven years. Company officials will continue to evaluate other investments in renewables and other technologies to cost-effectively meet the needs of its customers.","https://news.duke-energy.com/releases/duke-energy-progress-gains-approval-to-transition-to-a-smarter-cleaner-energy-future-at-the-asheville-plant","United States","Arden","null","North Carolina","10 Cp and L Dr","28704","35.478166","-82.55","02-29-2016","null","null","null","null","NO","null","null","","null","Investor Owned","null","1","null","null","null","null","null","null","null","null","Utility-Owned","null","Duke Energy","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1557.1","Electro-chemical battery and chemical storage","Lithium-ion battery","","null","null","null","null","null","null","null","null","null","null","5000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1560","GESDB","Anderson Pumped Storage","Announced","80000","12","960000","","","","Frequency Regulation","Operating Reserve (Spinning)","Operating Reserve (Non-Spinning)","","","","","","","","","","","Electric Supply Capacity","null",".","http://gridflexenergy.com/projects/","United States","Elmore County","null","Idaho","Anderson Ranch Dam","null","43.3589","-115.4486","01-30-2014","null","null","null","null","NO","null","null","","null","null","null","1","null","null","null","null","null","null","null","null","Third-Party-Owned","null","GridFlex Energy","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1560.1","Electro-mechanical energy storage","Pumped hydro storage","Closed-loop PHS","null","null","null","null","null","null","null","null","null","null","80000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1561","GESDB","Black Canyon Pumped Storage","Announced","1000000","11","11000000","","","","Frequency Regulation","Operating Reserve (Spinning)","Operating Reserve (Non-Spinning)","","","","","","","","","","","Electric Supply Capacity","null",".","http://gridflexenergy.com/projects/","United States","null","null","Nevada","null","null","41.8023171","-107.24","01-30-2014","null","null","null","null","NO","null","null","","null","null","null","1","null","null","null","null","null","null","null","null","Third-Party-Owned","null","GridFlex Energy","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1561.1","Electro-mechanical energy storage","Pumped hydro storage","","null","null","null","null","null","null","null","null","null","null","1000000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1562","GESDB","Rose Creek Pumped Storage","Announced","250000","12","3000000","","","","Frequency Regulation","Operating Reserve (Spinning)","Operating Reserve (Non-Spinning)","","","","","","","","","","","Electric Supply Capacity","null","Federal Energy Regulatory Commission put out for notice a September 2013 application from Gridflex Energy LLC for a preliminary permit on a 250-MW pumped storage hydro project in Nevada. Under this permit, Gridflex Energy is proposing to study the feasibility of the Rose Creek Pumped Storage Project, to be located on the Rose Creek Reservoir near the town of Hawthorne in Mineral County, Nev. The sole purpose of a preliminary permit, if issued, is to grant the permit holder priority to file a license application during the permit term.  The proposed project would consist of an expansion of the existing Rose Creek Reservoir as the upper reservoir for this facility, and a new lower reservoir, joined by approximately 12,300 feet of conduit. The estimated annual generation of the Rose Creek Project would be 547.5 gigawatt-hours. The project would also consist of: a 100-foot-high by 1,720-foot-wide roller-compacted concrete or concrete-face rock-fill expansion of the existing Rose Creek Dam; a 40-foot-high by 4,100-foot-wide concrete-face rock-fill or earthen lower reservoir ring embankment; an expanded upper reservoir with a surface area of 35 acres; a lower reservoir with a surface area of 21 acres; a 2,200-foot-long, 9.6-foot-diameter concrete-lined low pressure headrace; a 9,600-foot-long, 9.6-foot-diameter concrete and steel-lined high pressure headrace; a 700-foot-long, 11.6-foot-diameter concrete-lined tailrace; a 200-foot-long by 60-foot-wide by 120-foot-high powerhouse; and a new, 20-mile-long, 230-kV transmission line connected to the 230-kV Dixie Valley Oxbow transmission line or a new, 15-mile-long, 230-kV transmission line connected to Sierra Pacific Power’s Thorne substation.","http://www.transmissionhub.com/articles/2014/01/ferc-takes-comment-on-250-mw-nevada-pumped-storage-project.html","United States","Mineral County","null","Nevada","null","null","38.4343464","-118.49","01-30-2014","null","null","null","null","NO","null","null","","null","null","null","1","null","null","null","null","null","null","null","null","Third-Party-Owned","null","GridFlex Energy","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1562.1","Electro-mechanical energy storage","Pumped hydro storage","","null","null","null","null","null","null","null","null","null","null","250000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1563","GESDB","White Pine Pumped Storage","Announced","750000","12","9000000","","","","Frequency Regulation","Operating Reserve (Spinning)","Operating Reserve (Non-Spinning)","","","","","","","","","","","Electric Supply Capacity","null","White Pine County could be the home for a new water pumping underground turbine, according to a report by Gridflex Energy. The project will begin doing early engineering, geotechnical, environmental and market studies in 2014, with construction planned for 2017.  The turbine would be located just outside of Ely by Gonder substation and operate entirely on Bureau of Land Management land. Water from an upper basin would be pumped down to a new artificial basin below passing through the turbine to generate energy.","http://gridflexenergy.com/projects/","United States","Ely","null","Nevada","null","null","39.356","-114.799","01-30-2014","null","null","null","null","NO","null","null","","null","null","null","1","null","null","null","null","null","null","null","null","Third-Party-Owned","null","GridFlex Energy","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Subsystem 1","1563.1","Electro-mechanical energy storage","Pumped hydro storage","Closed-loop PHS","null","null","null","null","null","null","null","null","null","null","750000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
